queue_index,id,decision,reviewed_banglish,notes,subject,answer,quality_status,warnings
588,benqa_ext_8th-Math_0003,,"\left ( 3a + \frac{3}{a} \right ) = 9 hole- i. \left ( a + \frac{1}{a} \right )^{2} = 3 ii. a + \frac{1}{a} = 1 iii. a^{2} + \frac{1}{a^{2}} = - 1 nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
589,benqa_ext_8th-Math_0014,,"ghurir char koner somoshti kot?
A. 180\degree
B. 270\degree
C. 300\degree
D. 360\degree
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
590,benqa_ext_8th-Math_0016,,"\frac{1}{a - 2} - \frac{a}{a^{2} -4} er sorol man konoti?
A. \frac{2}{a - 2}
B. \frac{-2}{a + 2}
C. \frac{-2}{a^{2} + 4}
D. \frac{a^{2} - 4}
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
591,benqa_ext_8th-Math_0018,,"“6 - 10” shrenir shrenibyapti kot?
A. 4
B. 5
C. 6
D. 10
Answer with only A, B, C, or D.",,Math,B,ai_assisted_review_pass_v1,
592,benqa_ext_8th-Math_0036,,"U = {1, 2, 3, 4, 5, 6, 7}, A = {3, 5, 6, 7, } hole A^{c} soman kot hobe?
A. {1, 2, 4}
B. {2, 4, 5}
C. {2, 4, 6}
D. {3, 5, 6, 7}
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
593,benqa_ext_8th-Math_0061,,"\frac{x^{2} - x - 6}{x^{2} - 4} er loghishth rup konoti?
A. \frac{x - 3}{x - 2}
B. \frac{x + 3}{x + 2}
C. \frac{x - 3}{x + 2}
D. \frac{x + 3}{x - 2}
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
594,benqa_ext_8th-Math_0103,,"x + 2y = 1, x - y = 7 somikoron joter bhuj nicher konoti?
A. 5
B. 2
C. -2
D. -5
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
595,benqa_ext_8th-Math_0108,,"ekoti trapijiyamer somantoral bahudboyer modhyoborti durotto 5 cm ebong kshetrofol 40 borg se.mi. er somantoral bahudboyer somoshti kot?
A. 8 se.mi.
B. 13 se.mi.
C. 16 se.mi.
D. 21 se.mi.
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
596,benqa_ext_8th-Math_0111,,"25, 15, 19, 23, 30, 12, 27, 35, 17, 21 songkhyagulor modhyok kot?
A. 22
B. 23
C. 26
D. 30
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
597,benqa_ext_8th-Math_0120,,"ekoti borgakar baganer kshetrofol 225 borgomitar. baganotir porisima kot?
A. 15 mitar
B. 30 mitar
C. 45 mitar
D. 60 mitar
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
598,benqa_ext_8th-Math_0142,,"18x^{3}y^{2}, 27x^{2}y, 45xy^{3} er g.sa.gu konoti?
A. 9x^{2}y^{2}
B. 9xy^{2}
C. 9x^{2}y
D. 9xy
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
599,benqa_ext_8th-Math_0143,,"2x^{2} + 7x - 4 er utopadoke bishleshit rup konoti?
A. (2x - 1) (x - 4)
B. (2x + 1) (x - 4)
C. (2x - 1) (x + 4)
D. (2x + 1) (x + 4)
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
600,benqa_ext_8th-Math_0148,,"\left ( \frac{1}{2x} + \frac{1}{y} \right ) \div \left ( \frac{1}{y} - \frac{1}{2x} \right ) er sorol man nicher konoti?
A. \frac{(2x + y)^{2}}{4xy}
B. \frac{4x^{2} - y^{2}}{4x^{2}y^{2}}
C. \frac{2x + y}{2x - y}
D. \frac{(2x + y)^{2}}{4x^{2}y^{2}}
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
601,benqa_ext_8th-Math_0156,,"2 bigha = ?
A. 1600 borg goj
B. 1337.8 borg goj
C. 3200 borg goj
D. 2672.8 borg goj
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
602,benqa_ext_8th-Math_0157,,"a + \frac{1}{a} = 2 hole- i. a^{2} + \frac{1}{a^{2}} = 2 ii. a^{3} + \frac{1}{^{3}} = 2 iii. a^{4} + \frac{1}{a^{4}} = 5 nicher konoti sothik?
A. i o ii
B. i o iii
C. ii o iii
D. i, ii o iii
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
603,benqa_ext_8th-Math_0181,,"ghurir char koner somoshti kot?
A. 120\degree
B. 180\degree
C. 270\degree
D. 360\degree
Answer with only A, B, C, or D.",,Math,D,ai_assisted_review_pass_v1,
604,benqa_ext_8th-Math_0195,,"m - \frac{1}{m} = 4 hole, \left ( m + \frac{1}{m} \right ) er man kot?
A. 20
B. 18
C. 14
D. 12
Answer with only A, B, C, or D.",,Math,A,ai_assisted_review_pass_v1,
605,benqa_ext_8th-Math_0202,,"U = {a, b, c, p, q, r, s} A = {b, c, q}, B = {a, p, r} A \cap B = kot?
A. {\varphi}
B. {0}
C. { }
D. 0
Answer with only A, B, C, or D.",,Math,C,ai_assisted_review_pass_v1,
606,benqa_ext_12th-Math-I_0009,,"A = \begin{bmatrix} 3 & 0 & 0 \\ 0 & 3 & 0 \\ 0 & 0 & 3 \end{bmatrix} A myatriksoti holo- i. borg myatriks ii. korn myatriks iii. somoghati myatriks nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
607,benqa_ext_12th-Math-I_0011,,"nicher konoti obyotikromi myatriks?
A. \begin{bmatrix} 3 & 6 \\ 2 & 4 \end{bmatrix}
B. \begin{bmatrix} 4 & 1 \\ 8 & 2 \end{bmatrix}
C. \begin{bmatrix} 4 & 1 \\ 2 & 3 \end{bmatrix}
D. \begin{bmatrix} 4 & 10 \\ 2 & 5 \end{bmatrix}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
608,benqa_ext_12th-Math-I_0014,,"A = \begin{bmatrix} 1 & 3& 5 \\ 2 & 4 & 6 \\ 4 & 6 & 8 \end{bmatrix}, B = \begin{bmatrix} 1 \\ 2 \\ 3 \end{bmatrix} AB myatriksoti hobe-
A. \begin{bmatrix} 28 \\ 22 \\ 40 \end{bmatrix}
B. \begin{bmatrix} 22 \\ 28 \\ 40 \end{bmatrix}
C. \begin{bmatrix} 22 & 28 & 40 \end{bmatrix}
D. \begin{bmatrix} 28 & 22 & 40 \end{bmatrix}
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
609,benqa_ext_12th-Math-I_0018,,"(-1, -1) bindur polar sthanangk konoti?
A. \left ( \sqrt{2}, 3\frac{\pi}{4} \right )
B. \left ( \sqrt{2}, 5\frac{\pi}{4} \right )
C. \left ( 2, 3\frac{\pi}{4} \right )
D. \left ( 2, 5\frac{\pi}{4} \right )
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
610,benqa_ext_12th-Math-I_0022,,"cos(ax + b) er n-tom ontorok sohog kot?
A. (-1)^{n} a^{n} sin \left ( \frac{n\pi}{2} + ax + b \right )
B. a^{n} sin \left ( \frac{n\pi}{2} + ax + b \right )
C. cos \left ( \frac{n\pi}{2} + ax + b \right )
D. a^{n} cos \left ( \frac{n\pi}{2} + ax + b \right )
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
611,benqa_ext_12th-Math-I_0024,,"\begin{bmatrix} 4 & 3 \\ 3 & 2 \end{bmatrix} myatrikser biporit myatriks konoti?
A. \begin{bmatrix} 2 & -3 \\ -3 & 4 \end{bmatrix}
B. \begin{bmatrix} 2 & 3 \\ -3 & 4 \end{bmatrix}
C. \begin{bmatrix} -2 & 3 \\ 3 & -4 \end{bmatrix}
D. \begin{bmatrix} -4 & 3 \\ 3 & -2 \end{bmatrix}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
612,benqa_ext_12th-Math-I_0030,,"A(-1, 0) binduti y = x^{3} - 3x^{2} - x + 3 bokrorekhar upor hole- i. A bindur dhal = 8 ii. A bindute sporshoker somikoron 8x - y + 8 = 0 iii. A bindute obhilomber somikoron x - 8y - 1 = 0 nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
613,benqa_ext_12th-Math-I_0037,,"A(3, -2), B(4, 6) ebong C(5, 7) kono tribhujer shirshobindu hole- i. bharokendr \left ( 4, \frac{11}{3} \right ) ii. BC er modhyobindu \left ( \frac{9}{2}, \frac{13}{2} \right ) iii. AB er somikoron 8x - y - 26 = 0 nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
614,benqa_ext_12th-Math-I_0044,,"jekono tribhujer bahu a, b, c ebong er kshetrofol \Delta hole, sinA = kot?
A. \frac{2\Delta}{ca}
B. \frac{2\Delta}{bc}
C. \frac{2\Delta}{ab}
D. \frac{2\Delta}{abc}
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
615,benqa_ext_12th-Math-I_0052,,"x = a bindute f(x) fangshon kromobordhoman hobe jodi-
A. f'(a) = 0
B. f'(a) < 0
C. f'(a) \neq 0
D. f'(a) > 0
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
616,benqa_ext_12th-Math-I_0054,,"f(x) = x(2a - x) er sorbochch man konoti?
A. a
B. 2a
C. a^{2}
D. 2a^{2}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
617,benqa_ext_12th-Math-I_0059,,"y - x = 4 ebong y = x sorolorekhadboyer modhyoborti lomb durotto kot ekok?
A. 4
B. 2
C. 4\sqrt{2}
D. 2\sqrt{2}
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
618,benqa_ext_12th-Math-I_0065,,"\int 10^{5x} dx = kot?
A. \frac{10^{5x}}{ln10} + c
B. \frac{10^{5x}}{5ln 10} + c
C. 5.10^{5x} ln10 + c
D. 10^{5x} ln 10 + c
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
619,benqa_ext_12th-Math-I_0084,,"x^{2} + y^{2} - 12x + 8y + c = 0 brittoti x-okshoke sporsh kore. sporsh bindur sthanangk kot?
A. (0, -4)
B. (0, 4)
C. (6, 0)
D. (-6, 0)
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
620,benqa_ext_12th-Math-I_0090,,"y = e^{-\frac{3}{2}x} hole \frac{dy}{dx} = kot?
A. - \frac{3}{2} e^{- \frac{3x}{2}}
B. \frac{3}{2} e^{- \frac{3x}{2}}
C. \frac{2}{3} e^{- \frac{3x}{2}}
D. - \frac{2}{3} e^{- \frac{3x}{2}}
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
621,benqa_ext_12th-Math-I_0095,,"\int \frac{dx}{\sqrt[3]{x}} soman-
A. - \frac{1}{3} x^{\frac{4}{3}} + c
B. \frac{3}{2} x^{\frac{2}{3}} + c
C. \frac{3}{2} x^{-\frac{3}{2}} + c
D. \frac{2}{3} x^{-\frac{2}{3}} + c
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
622,benqa_ext_12th-Math-I_0106,,"(-1, \sqrt{3}) bindutir polar sthanangk-
A. (2, -60\degree)
B. (2, 30\degree)
C. (2, 120\degree)
D. (2, 240\degree)
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
623,benqa_ext_12th-Math-I_0107,,"\frac{3}{2} dhalobishisht sorolorekhati \lambda x + 3y - 7 = 0 sorolorekhar upor lomb hole \lambda er man-
A. 2
B. 3
C. \frac{9}{2}
D. \frac{9}{4}
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
624,benqa_ext_12th-Math-I_0108,,"px + qy = pq sorolorekhatir x o y okshodboy hote jothakrome je je ongsh khondon kore tader doirghy-
A. p, q
B. q, p
C. \frac{1}{p}, \frac{1}{q}
D. \frac{1}{q}, \frac{1}{p}
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
625,benqa_ext_12th-Math-I_0115,,"A = \begin{bmatrix} 0 & -3 & 2 \\ 3 & 0 & 4 \\ -2 & -4 & 0 \end{bmatrix} hole A ekoti- i. biprotisom myatriks ii. byotikromi myatriks iii. korn myatriks nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
626,benqa_ext_12th-Math-I_0121,,"A, B, C myatriksogulor akar jothakrome 5 \times 3, 3 \times 5 ebong 4 \times 5 hole C(A + B^{T}) er akar kot?
A. 4 \times 3
B. 3 \times 4
C. 5 \times 5
D. 5 \times 3
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
627,benqa_ext_12th-Math-I_0127,,"\begin{bmatrix} 2 & -1 \\ 5 & -3 \end{bmatrix} er biporit myatriks konoti?
A. \begin{bmatrix} 3 & -1 \\ 5 & -2 \end{bmatrix}
B. \begin{bmatrix} -3 & 1 \\ -5 & 2 \end{bmatrix}
C. \begin{bmatrix} -3 & 5 \\ -1 & 2 \end{bmatrix}
D. \begin{bmatrix} 3 & 1 \\ -5 & -2 \end{bmatrix}
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
628,benqa_ext_12th-Math-I_0131,,"k er kon maner jony \begin{bmatrix} k & -2 \\ 2 & k-4 \end{bmatrix} myatriksoti byotikromi hobe?
A. \text{-4}
B. \text{-2}
C. 2
D. 4
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
629,benqa_ext_12th-Math-I_0135,,"f(x) = tanx ebong g(x) = sec^{2}x. \int f(x) dx = kot?
A. - ln cosx + c
B. - ln secx + c
C. ln cosx + c
D. ln sinx + c
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
630,benqa_ext_12th-Math-I_0141,,"y = x lnx bokrorekhar je bindute sporshok x oksher somantoral tar bhuj kot?
A. e
B. - e
C. \frac{1}{e}
D. - \frac{1}{e}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
631,benqa_ext_12th-Math-I_0143,,"\int \frac{4x^{x}}{1 + x^{8}} dx = f(x) + c hole f(x) er man kot?
A. \frac{1}{1 + x^{2}}
B. sin^{-1} x^{3}
C. tan^{-1}x^{4}
D. tan^{-1}x^{3}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
632,benqa_ext_12th-Math-I_0160,,"\frac{d}{dx} (a^{10}) er man konoti?
A. 0
B. a^{10}
C. 10a^{9}
D. a^{10}lna
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
633,benqa_ext_12th-Math-I_0167,,"\begin{bmatrix} a-3 & -1 \\ -8 & a + 4 \end{bmatrix} myatriksoti byotikromi hole, a er man konoti?
A. 0
B. 3
C. 4, -5
D. 5, -4
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
634,benqa_ext_12th-Math-I_0169,,"\int_{0}^{\pi} \frac{sin x}{1 + cos^{2}x} dx = kot?
A. \frac{\pi}{2}
B. \frac{\pi}{4}
C. \frac{\pi}{6}
D. \frac{2\pi}{3}
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
635,benqa_ext_12th-Math-I_0170,,"\int \frac{x^{2}}{x^{2} - 4} dx er man kot?
A. ln \left | \frac{x - 2}{x + 2} \right | + c
B. \frac{1}{x} ln \left | \frac{x - 2}{x + 2} \right | + c
C. x - ln \left | \frac{x - 2}{x + 2} \right | + c
D. x + ln \left | \frac{x - 2}{x + 2} \right | + c
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
636,benqa_ext_12th-Math-I_0176,,"\lim_{\theta \to 0} \frac{tan^{-1} \frac{\theta}{2}}{\theta} er man kot?
A. 0
B. \frac{1}{2}
C. 1
D. 2
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
637,benqa_ext_12th-Math-I_0178,,"(3, - 4) bindugami ebong y-oksher somantoral sorolorekhar somikoron konoti?
A. x - 3 = 0
B. x + 3 = 0
C. y - 4 = 0
D. y + 4 = 0
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
638,benqa_ext_12th-Math-I_0180,,"\begin{vmatrix} 3 & -2 & 5 \\ 4 & 0 & 6 \\ -1 & 7 & 10 \end{vmatrix} nirnayoker (2, 3) tom bhuktir sohogunok kot?
A. 114
B. 19
C. \text{- 19}
D. \text{- 114}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
639,benqa_ext_12th-Math-I_0189,,"\begin{bmatrix} 0 & 5 & -3 \\ -5 & 0 & y \\ x & 4 & 0 \end{bmatrix} biprotisom myatriks hole (x, y) = ?
A. (-3, -4)
B. (-3, 4)
C. (3, -4)
D. (3, 4)
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
640,benqa_ext_12th-Math-I_0192,,"x^{2} + y^{2} = 13 britter (-2, 3) bindute sporshoker somikoron konoti?
A. 2x + 3y + 13 = 0
B. 2x + 3y - 13 = 0
C. 2x - 3y - 13 = 0
D. 2x - 3y + 13 = 0
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
641,benqa_ext_12th-Math-I_0197,,"f(x) = x^{2} + 1 hole- i. (1, 2) bindute obhilomber dhal - frac{1}{2} ii. \int_{0}^{1} \frac{2x}{f(x)} dx = ln2 iii. fangshonotir chorom bindur sthanangk (0, 1) nicher konoti sothik?
A. i ebong ii
B. ii ebong iii
C. i ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
642,benqa_ext_12th-Math-I_0200,,"cot\theta = \frac{3}{4} ebong \pi < \theta < \frac{3\pi}{2} hole sec\theta er man kot?
A. \frac{-5}{3}
B. \frac{-5}{4}
C. \frac{5}{4}
D. \frac{5}{3}
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
643,benqa_ext_12th-Math-I_0204,,"\int^{1}_{0} \frac{dx}{x^{2} + 1} er man-
A. \frac{\pi}{2}
B. \frac{\pi}{3}
C. \frac{\pi}{4}
D. \frac{\pi}{6}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
644,benqa_ext_12th-Math-I_0214,,"r - 4 = 0 polar somikoronoti nirdesh kore-
A. porabritt
B. britt
C. upobritt
D. odhibritt
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
645,benqa_ext_12th-Math-I_0216,,"x^{2} + y^{2} - 4x - 6y - 7 = 0 britter (-2, 1) bindute sporshoker somikoron-
A. x + 2y + 3 = 0
B. 2x - y + 3 = 0
C. x - 2y + 3 = 1
D. 2x + y + 3 = 1
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
646,benqa_ext_12th-Math-I_0221,,"y = ln(x) bokrorekhatir x = 1 bindute dhal-
A. 1
B. 2
C. 3
D. 4
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
647,benqa_ext_12th-Math-I_0223,,"\frac{d}{dx}(2^{x}) = kot?
A. x2^{x - 1}
B. x2^{x+1}
C. 2lnx
D. 22^{x} ln2
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
648,benqa_ext_12th-Math-I_0228,,"4x - 3y + 2 = 0 ebong 8x - 6y - 9 = 0 rekhadboyer modhyoborti durotto kot?
A. \frac{11}{5}
B. \frac{13}{10}
C. \frac{11}{10}
D. \frac{13{5}
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
649,benqa_ext_12th-Math-I_0230,,"\int_{0}^{\frac{\pi}{4}} \frac{dx}{1 + cos2x} dx er man kot?
A. 0
B. \frac{1}{2}
C. 1
D. \frac{3}{2}
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
650,benqa_ext_12th-Math-I_0237,,"f(x) = secx ebong g(x) = tanx \int f(x) dx = ?
A. ln \left | tan \left ( \frac{\pi}{4} - \frac{x}{2} \right ) \right | + c
B. ln \left | tan \left ( \frac{\pi}{4} + \frac{x}{2} \right ) \right | + c
C. ln |secx - tanx| + c
D. ln |tanx - secx| + c
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
651,benqa_ext_12th-Math-I_0241,,"(3, 270\degree) bindutir kartesiy sthanangk-
A. (-3, 0)
B. (0, -3)
C. (3, -3)
D. (0, 0)
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
652,benqa_ext_12th-Math-I_0243,,"(- \sqrt{2}, - \sqrt{2}) bindur polar sthanangk konoti?
A. \left ( 2, - \frac{3\pi}{2} \right )
B. \left ( 2, \frac{3\pi}{2} \right )
C. \left ( 2, - \frac{5\pi}{2} \right )
D. \left ( 2, \frac{5\pi}{2} \right )
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
653,benqa_ext_12th-Math-I_0264,,"konoti byotikromi myatriks?
A. \begin{bmatrix} 1 & 1 \\ -1 & 1 \end{bmatrix}
B. \begin{bmatrix} 2 & 6 \\ 3 & 7 \end{bmatrix}
C. \begin{bmatrix} 1 & -3 \\ 3 & 9 \end{bmatrix}
D. \begin{bmatrix} 1 & 3 \\ 3 & 9 \end{bmatrix}
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
654,benqa_ext_12th-Math-I_0275,,"2x + 2y - \sqrt{5} = 0 ekoti sorolorekhar somikoron. uddipoker sorolorekhati dwara sthanangker okshodboyer sohit utoponn tribhujer kshetrofol nicher konoti?
A. \frac{5}{8} borg ekok
B. \frac{5}{4} borg ekok
C. \frac{5}{2} borg ekok
D. 4\sqrt{5} borg ekok
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
655,benqa_ext_12th-Math-I_0279,,"f(x) fangshon x = b bindute obichchhinn hole- i. f(b) songjnayit hoy ii. \lim_{x \to b} f(x) bidyoman thake na iii. \lim_{x \to b} f(x) = f(b) nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
656,benqa_ext_12th-Math-I_0282,,"x er ekoti fangshon f(x) hole, \int \frac{f'(x)}{f(x)} dx = kot?
A. f'(x) + c
B. f(x) + c
C. ln |f'(x) | + c
D. ln |f(X)| + c
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
657,benqa_ext_12th-Math-I_0283,,"jogojikoroner kshetre projojy- i. \int f(x) dx = F(x) + , jekhane c hol jogojikoron dhrubok ii. f(x) ke jojy (Integrand) bole iii. \frac{d}{dx} o \int dx porospor biporit prokriya nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
658,benqa_ext_12th-Math-I_0295,,"A ekoti borg myatriks ebong K ekoti skelar hole- i. (A^{t})^{t} = A ii. (KA)^{t} = KA^{t} iii. jodi |A| \neq 0 hoy, tahole |A^{-1}| = \frac{1}{|A|} nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
659,benqa_ext_12th-Math-I_0299,,"\underset{x \to 0}{Lt} \frac{\sqrt{1 + sinx} - \sqrt{1 - sinx}}{x} er man kot?
A. \frac{1}{2}
B. \text{- 2}
C. 2
D. 1
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
660,benqa_ext_12th-Math-I_0300,,"\int \frac{cotx}{\sqrt{sinx}} dx = kot?
A. \frac{- 2}{\sqrt{sinx}} + c
B. \frac{- 1}{2\sqrt{sinx}} + c
C. \frac{1}{2\sqrt{sinx}} + c
D. 2\sqrt{sinx} + c
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
661,benqa_ext_12th-Math-I_0312,,"f(x) = 4x hole- i. \int \frac{dx}{f(x)} = \frac{1}{4} lnx + c ii. \int e^{f(x)}dx = \frac{1}{4}e^{4x} + c iii. \int_{0}^{2} f(x) dx = 8 nicher konoti sothik?
A. i ebong ii
B. i ebong iii
C. ii ebong iii
D. i, ii ebong iii
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
662,benqa_ext_12th-Math-I_0315,,"A = \begin{bmatrix} 2 & -1 \\ 5 & -3 \end{bmatrix} hole, nicher konotir A^{-1}?
A. \begin{bmatrix} 2 & -1 \\ 5 & -3 \end{bmatrix}
B. \begin{bmatrix} -3 & -1 \\ -5 & -2 \end{bmatrix}
C. \begin{bmatrix} 3 & -1 \\ 5 & -2 \end{bmatrix}
D. \begin{bmatrix} 3 & 1 \\ -5 & 2 \end{bmatrix}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
663,benqa_ext_12th-Math-I_0317,,"(1, 150\degree) bindur kartesiy sthanangk nicher konoti?
A. \left ( \frac{\sqrt{3}}{2}, \frac{1}{2} \right )
B. \left ( - \frac{\sqrt{3}}{2}, \frac{1}{2} \right )
C. \left ( \frac{\sqrt{3}}{2}, - \frac{1}{2} \right )
D. \left ( - \frac{\sqrt{3}}{2}, - \frac{1}{2} \right )
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
664,benqa_ext_12th-Math-I_0334,,"nicher konoti biprotisom myatriks?
A. \begin{bmatrix} a & 0 \\ 0 & -a \end{bmatrix}
B. \begin{bmatrix} a & 0 \\ -a & 0 \end{bmatrix}
C. \begin{bmatrix} 0 & a \\ -a & 0 \end{bmatrix}
D. \begin{bmatrix} 0 & -a \\ 0 & a \end{bmatrix}
Answer with only A, B, C, or D.",,Math-I,C,ai_assisted_review_pass_v1,
665,benqa_ext_12th-Math-I_0339,,"(1, 2) o (3, -2) bindugami rekhar oksh dutir modhyoborti khonditangsher doirghy kot?
A. 2\sqrt{5}
B. 3\sqrt{5}
C. 5\sqrt{2}
D. 5\sqrt{3}
Answer with only A, B, C, or D.",,Math-I,A,ai_assisted_review_pass_v1,
666,benqa_ext_12th-Math-I_0347,,"\lim_{x \to 0} \frac{\sqrt{1 - cos2x}}{x} er man kot?
A. 2\sqrt{2}
B. \sqrt{2}
C. \frac{1}{\sqrt{2}}
D. 0
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
667,benqa_ext_12th-Math-I_0348,,"duti myatriks A ebong B er matra jothakrome p \times q ebong n \times r hole, AB nirnoyer short konoti?
A. p = r
B. p = n
C. q = r
D. q = n
Answer with only A, B, C, or D.",,Math-I,D,ai_assisted_review_pass_v1,
668,benqa_ext_12th-Math-I_0364,,"x^{2} + y^{2} - 4x + 8y = 0 britter y-oksher khonditangsher doirghy konoti?
A. 4
B. 8
C. 16
D. 32
Answer with only A, B, C, or D.",,Math-I,B,ai_assisted_review_pass_v1,
