model,model_id,variant,variant_label,dataset,task_type,answer_type,id,gold,correct,parsed,gold_numeric_values,raw_numeric_values,parsed_numeric_values,gold_numeric_count,raw_numeric_count,parsed_numeric_count,raw_has_any_number,parsed_has_any_number,raw_full_numeric_signature,parsed_full_numeric_signature,wrong_raw_full_numeric_signature,wrong_parsed_full_numeric_signature,wrong_without_raw_number,source,line,raw_excerpt
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0186,২২ ১/২ দিন,False,Step 2: Find how many days 20 students,0.5;22,1;2;15;20;30;450,2;20,2,6,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,522,We are given: - 2 quintals of rice last 15 students for 30 days. We need to find how many days it will last for 20 students. --- **Step 1: Find the total rice consumption in stu...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0187,১৪০ জন,False,"এখন, 18 দিনে কাজটি শেষ করতে হলে,",140,18;25;360;9000,18,1,4,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,568,"বাঁধ তৈরি করতে 360 জন শ্রমিকের 25 দিন লাগে। সুতরাং, মোট কাজ = 360 × 25 = 9000 শ্রম দিন। এখন, 18 দিনে কাজটি শেষ করতে হলে, প্রয়�"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0187,১৪০ জন,False,18 দ,140,18;25;360;9000,18,1,4,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,190,"360 জন শ্রমিক 25 দিনে একটি বন্ধ তৈরি করে। 18 দিনে কাজ শেষ করতে কতজন শ্রমিক লাগবে? সুতরাং, মোট কাজ = 360 × 25 = 9000 শ্রম-দিন 18 দ"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0187,১৪০ জন,False,### Step 2: Number of workers needed to complete the work in 18 days,140,1;2;18;25;360;9000,2;18,1,6,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,570,We are given: - 360 workers can complete the dam in 25 days. - We want to know how many **extra** workers are needed to finish it in **18 days**. --- ### Step 1: Total work in w...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0188,১৫ ঘণ্টা,False,Total work = 10 × h ×,15,1;2;6;8;10;25;1200,10,1,7,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,457,We are given: - 25 people work 6 hours per day and complete a job in 8 days. We need to find: How many hours per day should 10 people work to complete the same job in the same t...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0188,১৫ ঘণ্টা,False,"So, total work = 25 men × 6 hours/day",15,6;8;25,6;25,1,3,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,153,"We are given: - 25 men can complete a job in 6 hours (i.e., they work 6 ghonta porishrom kore). - The job is completed in 8 days (but this seems inconsistent with ""6 ghonta""). W..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0188,১৫ ঘণ্টা,False,= 1200 man-hours,15,1;2;6;8;10;25;1200,1200,1,7,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,459,We are given: - 25 people working 6 hours a day complete a job in 8 days. We need to find: How many hours per day must 10 people work to complete the **same job**? --- ### Step...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0189,৬ জন পুরুষ,False,"অর্থাৎ, ২ জন পুরুষ = ৩ জন বালক কাজের ক্ষমতা।",6,2;3,2;3,1,2,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,70,"প্রদত্ত তথ্য: - ২ জন পুরুষ বা ৩ জন বালক একটি কাজ সম্পন্ন করতে পারে। অর্থাৎ, ২ জন পুরুষ = ৩ জন বালক কাজের ক্ষমতা। এখন, বাল"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0189,৬ জন পুরুষ,False,"Tehabe, 9 jon balok 3 jon",6,0.3333333333333333333333333333;1;2;3;9,3;9,1,5,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,24,"Ekta kaj 2 jon purush othoba 3 jon balok somponn korte pare. Purush er kaj = 2 purush + 3 balok = 1 kaj Tehabe, 2 purush er kaj = 1 kaj 3 balok er kaj = 1 kaj Tehabe, 1 balok er..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0189,৬ জন পুরুষ,False,Step 2: Find how many men are equivalent to 9 boys.,6,1;1.5;2;3;9,2;9,1,5,2,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,72,We are given: - 2 men can complete a task as well as 3 boys. We are to find: **How many men are equivalent to 9 boys?** --- Step 1: Find the work rate of one man and one boy. Le...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0226,২৫০ টাকা,False,250,250,0.4545454545454545454545454545;5;6;11;250;550,250,1,6,1,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,256,550 টাকাকে 5:6 অনুপাতে ভাগ করলে মোট অংশের সংখ্যা = 5 + 6 = 11 প্রথম অংশ = (5/11) × 550 = (5 × 550) / 11 = 2750 / 11 = 250 250
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0226,২৫০ টাকা,False,550,250,0;5;6;18.333;110;550,550,1,6,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,86,550 takake 5:6 onupate bhag korle prothom ongsh koto hobe 550 ÷ 5 = 110 110 ÷ 6 = 18.333... Prothom ongsh (first remainder) = 550 mod 5 = 0 Then 0 mod 6 = 0 But the question is...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0226,২৫০ টাকা,False,250,250,5;6;11;50;250;550,250,1,6,1,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,258,The total ratio parts = 5 + 6 = 11 Total amount = 550 Taka Each part = 550 ÷ 11 = 50 Taka First part (5 parts) = 5 × 50 = 250 Taka 250
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0227,৭.৫ কিমি,False,1 পার,7.5,1;2;3;5,1,1,4,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,112,"দুই বন্ধুর বাড়ি থেকে স্কুলের দূরত্বের অনুপাত = 2:3 প্রথম বন্ধুর দূরত্ব = 5 কিমি অনুপাতের অনুসারে, 2 পার্ট = 5 কিমি 1 পার"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0227,৭.৫ কিমি,False,.,7.5,,,1,0,0,False,False,False,False,False,False,True,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,38,"The question appears to be in a mix of Bengali and English, and it seems to be asking about a sequence or pattern involving ""bondhur durotto"" (likely meaning ""bondhur"" or ""pair""..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0227,৭.৫ কিমি,False,7.5,7.5,2;2.5;3;5;7.5,7.5,1,5,1,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,114,"The ratio of the distances is 2:3. Let the distances be 2x and 3x. Given that the first friend is 5 km away: 2x = 5 x = 5 / 2 = 2.5 Then, the second friend’s distance is: 3x = 3..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0228,২/৫,False,৪০% = \frac{40}{100} = \frac{2}{5},0.4,0.4;40,0.4;40,1,2,2,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,166,৪০% = \frac{40}{100} = \frac{2}{5}
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0228,২/৫,False,40% ke sadharon bhognangshe prokash korole ki hoy,0.4,0.4;40,0.4;40,1,2,2,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,56,"40% ke sadharon bhognangshe prokash korole ki hoy → 40% ke sadharon bhognangshe prokash korole ki hoy, ta holo 40% ke sadharon bhognangshe prokash korole ki hoy, jekhane ""sadhar..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0228,২/৫,False,\frac{2}{5},0.4,0.4,0.4,1,1,1,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,168,\frac{2}{5}
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0229,1.5,True,1.5,1.5,1.5,1.5,1,1,1,True,True,True,True,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,586,1.5
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0229,1.5,False,150,1.5,1.5;100;150,150,1,3,1,True,True,True,False,True,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,196,"150% ke doshomik bhognangshe prokash korole ki hoy, tai 150% = 150/100 = 1.5 Doshomik bhognangshe prokash korle, 1.5 = 1.5 × 100 = 150 Teh, 150% ke doshomik bhognangshe prokash..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0229,1.5,True,1.5,1.5,1.5,1.5,1,1,1,True,True,True,True,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,588,1.5
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0230,20%,True,25 টাকা 125 টাকার শতকরা = (25 / 125) × 100 = 20%,0.2;20,0.2;20;25;100;125,0.2;20;25;100;125,2,5,5,True,True,True,True,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,154,25 টাকা 125 টাকার শতকরা = (25 / 125) × 100 = 20%
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0230,20%,False,.,0.2;20,25;125,,2,2,0,True,False,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,52,"The question ""25 taka 125 takar shotkora koto"" appears to be in a mix of Bengali and possibly a typo or misphrasing. ""Taka"" is the currency unit in Bangladesh, and ""takar"" might..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0230,20%,True,20%,0.2;20,0.2;20;25;100;125,0.2;20,2,5,2,True,True,True,True,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,156,"To find what percent 25 Taka is of 125 Taka, use the formula: $$ \text{Percent} = \left( \frac{25}{125} \right) \times 100 = 0.2 \times 100 = 20\% $$ 20%"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0231,২০ টাকা,False,1.2x = 24,20,0.2;1.2;20;24,1.2;24,1,4,2,True,True,True,False,True,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,523,"লাভ 20% এবং বিক্রয়মূল্য = 24 টাকা ধরি, ক্রয়মূল্য = \( x \) টাকা 20% লাভ হলে, বিক্রয়মূল্য = \( x + \frac{20}{100}x = 1.2x \) \[ 1.2x = 24 \]"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0231,২০ টাকা,False,19.2,20,0.2;4.8;19.2;20;24,19.2,1,5,1,True,True,True,False,True,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,175,20% labhe 24 takay bikroy korle kroyomullo koto 24 er 20% = (20/100) × 24 = 4.8 Tehabe kroyomullo = 24 - 4.8 = 19.2 Final answer: 19.2
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0231,২০ টাকা,True,The cost price is **20 Taka**.,20,0.2;1.2;20;24,20,1,4,1,True,True,True,True,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,525,Let the cost price be $ x $. Given that the selling price is 24 Taka with a 20% profit: $$ \text{Selling Price} = x + 20\% \text{ of } x = x + 0.2x = 1.2x $$ $$ 1.2x = 24 $$ $$...
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0232,২০০ টাকা,False,"অর্থাৎ, বিক্রয়মূল্য = প্রকৃত মূল্যের 85% (কারণ 100% - 15% = 85%)",200,0.15;0.85;1;15;85;100;170,0.15;0.85;1;15;85;100,1,7,6,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,214,"বইটি 15% কমিশনে 170 টাকায় বিক্রয় করা হয়। অর্থাৎ, বিক্রয়মূল্য = প্রকৃত মূল্যের 85% (কারণ 100% - 15% = 85%) ধরি, প্রকৃত মূল"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0232,২০০ টাকা,False,25.5,200,0.15;15;25.5;170,25.5,1,4,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,72,170 takay bikroy korle 15% komishon er prokrit mullo koto: 15% komishon = 15/100 × 170 = 0.15 × 170 = 25.5 Prokrit mullo = 25.5 takay Final answer: 25.5
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,english,English,banglamath,short_answer,short_answer,banglamath_0232,২০০ টাকা,False,147.83,200,0.15;1;1.15;15;100;115;147.8260869565217391304347826;147.83;170,147.83,1,9,1,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,216,"Let the actual price of the book be $ x $ Taka. The book is sold at 15% commission, meaning the selling price is 115% of the actual price (since 100% + 15% = 115%). So: $$ 1.15x..."
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,bangla,Bangla,banglamath,short_answer,short_answer,banglamath_0233,৭ দিন,False,24 জন লোকের দক্ষতা = 24 × (1/168) = 24/168 = 1/,7,0.005952380952380952380952380952;0.03571428571428571428571428571;0.1428571428571428571428571429;0.1666666666666666666666666667;1;6;24;28,0.005952380952380952380952380952;0.1428571428571428571428571429;1;24,1,8,4,True,True,False,False,False,False,False,results/runs/qwen3_4b_validation200_v3_128/results/runs/qwen3_4b_validation200_v3_128.jsonl,379,"28 দিনে 6 জন লোক কাজ করে, তাহলে 1 জন লোকের দক্ষতা = 1/6 × 1/28 = 1/168 কাজ প্রতি দিন। 24 জন লোকের দক্ষতা = 24 × (1/168) = 24/168 = 1/"
Qwen3-4B,Qwen/Qwen3-4B-Instruct-2507,banglish_clean,Reviewed Banglish,banglamath,short_answer,short_answer,banglamath_0233,৭ দিন,False,168 কাজ করা হয় 24 জনের মধ্যে → প্রতি জনের কাজ = 168 / 24 = 7,7,1;2;6;7;24;28;168,7;24;168,1,7,3,True,True,True,True,True,True,False,results/runs/qwen3_4b_validation200_v5_banglish/results/runs/qwen3_4b_validation200_v5_banglish.jsonl,127,"6 jon lok 28 dine kaj kore, 24 jon lok koto dine kore? 1. 6 jon lok 28 dine kaj kore → 6 × 28 = 168 কাজ 2. 24 jon lok er kaj kore? 168 কাজ করা হয় 24 জনের মধ্যে → প্রতি জনের কাজ..."
